Id,OrderAt,StoreId,UserId
d5080a84-a8f9-45e3-bda8-e52a93b950df,2023-01-08 04:02:11,7a7bb693-3326-4e1b-ad04-219f32f681a1,918b1235-1db0-41dc-a1c7-e168046e6772
9c7a8ebc-8a5f-4e61-8388-35920c85c9b5,2023-08-03 23:49:32,af1c7c56-ada5-4381-a511-c462e3d755a5,8b4de5da-38d6-41f2-91c0-5c06c0fda6d3
ba85fe7c-40c4-4aee-a2a1-85db7220e542,2023-04-29 14:33:42,7a278f03-9bfe-448f-ac84-2841b8cd058a,c985378c-13c5-4fe6-8510-b859ee21460c
1dc92405-2d5a-4236-a932-1f1482b930f2,2023-09-25 10:07:11,c8ba1db8-31d8-4026-8e16-b7c614db6f7e,abb91edf-4b9b-4bc7-980c-8d838bd09b49
da5d59a2-28e3-4eaa-92fa-b79bd7981687,2023-01-22 01:48:10,2d4ec052-ec91-4a5b-a630-ee9d4cedb98f,079cc4c9-53ee-4f7b-a5d8-2c2b67fa1e5d
13f3a1a2-7ee6-45fe-aa40-3ed6cb258b20,2023-09-18 14:20:03,9bb0acec-e02c-49ba-8099-6c0923fe041c,673efcf4-7e32-43bd-85e6-a69fc8a1f6db
49ae76ab-82ec-4491-a276-779480190dbe,2023-03-25 17:01:05,eed3b4c8-15fe-4cf5-8681-e6039b97a5b0,960e0f01-30aa-4d73-a7a6-e2cf14a59000
d14b664a-45dd-4b95-bca2-5ff46e99f48e,2023-03-16 03:42:57,d0309a72-a62e-4033-9a5d-103996a8246f,01a31cc6-4b9e-4bbb-8758-22e0cc7f9850
dd6cf353-36ea-46ef-adf0-686a98d79770,2023-05-21 00:34:19,bc412ee7-58ba-4104-a658-3328e4ca9e1e,73ce3e96-30b4-4ffc-a73c-83b284c39cfd
66476db2-e275-4a94-852f-c42364068649,2023-06-02 20:35:25,952e46cf-a264-4fde-b231-813084864c6f,8a3b26b6-bc2b-4a96-87ca-c4805b7ff2a1
c92bda12-9ea6-4c14-bbb7-add90ca51684,2023-04-24 13:28:11,bdad90c5-0dcd-4b84-b12d-b14fc22b5e25,a8e26108-2304-4aba-9241-38387f04e032
aa18b4b0-3806-4de1-b0b7-279b67670ab3,2023-03-17 18:19:58,6102666b-46fe-4139-974d-b0e13470847e,5636a3fa-c60b-4110-a40b-78d0af43abdf
7c67228e-857d-45f6-a8d9-09050cc2f9f0,2023-06-09 12:40:37,c9f0e7b0-a2f8-4e85-9717-530105151b8b,e49db7da-0156-453f-ae95-da897129e5bb
a75a91c9-ae9b-4ddf-8966-7630152e4832,2023-06-12 18:50:10,8641eb5e-9589-4f16-95a2-0d33606bfa5f,6e18d863-fab8-4934-b890-9277c1eac410
e3a713f5-63d7-463a-b5ba-3f79aabf367b,2023-05-27 05:04:53,789b7c70-d148-4280-950b-eb0ef9fb7f30,9efc8d8a-4240-4c13-9a57-aa5f1578be98
4bf2d3f7-e3ad-4ebe-b71b-4c5ff9f55779,2023-10-05 19:36:01,69e670e1-5d38-4596-ac29-1da216a9fb74,5adca20d-4541-4aab-b59b-095a558b8a7d
ac03eeb1-3737-477b-882f-8723848daeb9,2023-01-27 16:12:24,6894e146-ebf4-4e0b-bd53-80d3255d7b8a,c48507a7-04a2-4eae-80fd-e2beb5ad954b
524388ec-68c8-4a1d-9a5b-7f817812cc52,2023-01-08 12:03:42,e10a112f-c94c-457c-95f4-9557ee0fc43a,eccdfcd2-b35a-45f9-82f2-44bc2265ac74
50cdca0f-fb7c-40bf-ada4-2789d2ed379e,2023-10-30 16:35:59,75cff5f5-0454-47e7-81bb-dc2f10ce10ef,d75dd280-ae88-4c1e-8d2c-ad8c62cd96e8
25874e43-4c00-4ede-89da-7fab711152f5,2023-07-27 22:09:25,48a92c13-3181-435d-b0ab-8f9acb3df57a,8d32db7d-64c7-4bbc-bd14-f657d2ffc7a0
7dab4c38-e198-4de9-85ed-41686b165504,2023-08-12 00:24:11,516a7c03-623c-428a-99df-68f3bda4e3e8,5ce2530d-c10c-4a8e-a65b-f960d61fdf0b
e333a6bb-69e7-481b-84c7-3889af07ab3d,2023-04-29 17:56:39,d0309a72-a62e-4033-9a5d-103996a8246f,4e2a2a5e-5519-40ad-8d6b-5e427665932f
ae81b41f-caf9-4676-babe-c8f8d9ae92df,2023-09-25 17:44:28,64f1017d-358a-4b3f-84c3-c520a5b97d59,700e9988-4385-443e-99be-018bd9fa95d9
e9729ed2-d4ad-4dee-87cf-3047f6a34d08,2023-03-21 20:20:22,6894e146-ebf4-4e0b-bd53-80d3255d7b8a,588e4200-20bc-4227-8a26-456b172db944
